target,hull_energy,rxn,dG_rxn,temperature,c1,c2,gamma_obs,gamma_opt
Al2Mg1O4,0.0,0.6667 Al(HO)3 + 0.3333 MgO -> H2O + 0.3333 MgAl2O4,-0.062,823,-0.017,0.028,-0.011,-0.034
Al2Mg1O4,0.0,Al2O3 + MgO -> MgAl2O4,-0.088,1923,-0.04,0.004,-0.036,-0.075
Al2Mg1O4,0.0,Al2O3 + MgO -> MgAl2O4,-0.08,1473,-0.041,0.0,-0.035,-0.061
Al2Mg2O5,0.396,Al2O3 + 2 MgO -> Mg2Al2O5,0.331,1073,0.404,0.036,0.29,-0.181
Ba1Ir1O3,0.016,BaCO3 + IrO2 -> CO2 + BaIrO3,-0.056,1523,-0.001,0.008,-0.007,-0.007
Ba2Ir1O4,0.019,BaO2 + 0.5 Ir -> 0.5 Ba2IrO4,-0.484,1773,0.009,0.364,0.03,0.033
O3Te1Zn1,0.001,TeO2 + ZnO -> ZnTeO3,-0.061,1073,0.001,0.026,-0.002,-0.123
O3Te1Zn1,0.001,TeO2 + ZnO -> ZnTeO3,-0.063,1123,0.001,0.018,-0.004,-0.123
O8Te3Zn2,0.0,TeO2 + 0.6667 ZnO -> 0.3333 Zn2Te3O8,-0.051,773,0.014,0.069,0.019,0.019
O8Te3Zn2,0.0,TeO2 + 0.6667 ZnO -> 0.3333 Zn2Te3O8,-0.062,1073,-0.001,0.019,-0.005,-0.005
Ba1Mo1O4,0.0,BaO + MoO3 -> BaMoO4,-0.479,1373,-0.232,0.0,-0.206,-0.206
Ba1Mo1O4,0.0,BaO + MoO3 -> BaMoO4,-0.486,1223,-0.234,0.002,-0.208,-0.208
Ba1Mo1O4,0.0,MoO3 + BaCO3 -> BaMoO4 + CO2,-0.524,1073,-0.21,0.0,-0.201,-0.632
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.108,1123,-0.042,0.017,-0.036,-0.036
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.114,1173,-0.039,0.023,-0.034,-0.034
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.093,973,-0.041,0.007,-0.036,-0.036
Na1Nb1O3,0.0,2 NaHO + Nb2O5 -> H2O + 2 NaNbO3,-0.157,1073,-0.015,0.068,-0.015,-0.039
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.138,1403,-0.025,0.05,-0.022,-0.022
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.124,1273,-0.033,0.035,-0.028,-0.028
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.162,1623,-0.01,0.077,-0.01,-0.01
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.146,1473,-0.02,0.058,-0.018,-0.018
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.098,1023,-0.044,0.007,-0.038,-0.038
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.157,1573,-0.014,0.071,-0.013,-0.013
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.14,1423,-0.023,0.052,-0.021,-0.021
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.135,1373,-0.027,0.047,-0.023,-0.023
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.088,923,-0.039,0.007,-0.034,-0.034
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.106,1103,-0.044,0.015,-0.037,-0.037
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.119,1223,-0.036,0.029,-0.031,-0.031
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.155,1553,-0.015,0.068,-0.014,-0.014
Na1Nb1O3,0.0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.122,1248,-0.035,0.032,-0.03,-0.03
Na2Nb4O11,0.014,Na2CO3 + 2 Nb2O5 -> CO2 + Na2Nb4O11,-0.041,1073,0.062,0.062,0.046,0.028
Fe1La1O3,0.0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.084,1173,-0.027,0.015,-0.024,-0.024
Fe1La1O3,0.0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.082,1073,-0.028,0.013,-0.025,-0.025
Fe1La1O3,0.0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.086,1273,-0.026,0.017,-0.024,-0.024
Fe1La1O3,0.0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.091,1548,-0.022,0.022,-0.021,-0.021
Fe1La1O3,0.0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.092,1623,-0.02,0.025,-0.019,-0.019
Fe1La1O3,0.0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.088,1373,-0.026,0.018,-0.023,-0.023
Fe1La1O3,0.0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.095,1773,-0.017,0.032,-0.016,-0.016
Fe1La1O3,0.0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.097,1873,-0.015,0.036,-0.014,-0.014
Fe1La1O3,0.0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.093,1673,-0.019,0.027,-0.018,-0.018
Fe12La1O19,0.088,24 Fe2O3 + 2 La2O3 -> O2 + 4 LaFe12O19,0.049,1073,0.131,0.091,0.107,0.107
Fe12La1O19,0.088,24 Fe2O3 + 2 La2O3 -> O2 + 4 LaFe12O19,0.034,1323,0.12,0.099,0.101,0.101
Ca1Ir1O3,0.0,IrO2 + CaO -> CaIrO3,-0.049,1273,-0.02,0.007,-0.017,-0.017
O4Si1Zr1,0.0,SiO2 + ZrO2 -> ZrSiO4,0.023,1823,0.023,0.0,0.016,0.016
O4Si1Zr1,0.0,SiO2 + ZrO2 -> ZrSiO4,0.022,1773,0.022,0.0,0.016,0.016
O4Si1Zr1,0.0,SiO2 + ZrO2 -> ZrSiO4,0.015,1473,0.015,0.0,0.011,0.011
O4Si1Zr1,0.0,SiO2 + ZrO2 -> ZrSiO4,0.006,1073,0.006,0.0,0.004,0.004
Bi1In1O3,0.029,In2O3 + Bi2O3 -> 2 InBiO3,-0.041,1073,-0.041,0.0,-0.03,-0.058
O3Rb1Ta1,0.0,0.5 Ta2O5 + 0.5 Rb2CO3 -> RbTaO3 + 0.5 CO2,-0.117,1173,0.008,0.05,-0.0,-0.0
Gd2Ge1O5,0.0,GeO2 + Gd2O3 -> Gd2GeO5,-0.124,1573,0.006,0.04,-0.005,-0.005
Al1La1O3,0.0,Al2O3 + La2O3 -> 2 LaAlO3,-0.065,1548,0.042,0.114,0.045,0.045
Al1La1O3,0.0,Al2O3 + La2O3 -> 2 LaAlO3,-0.064,1923,0.054,0.137,0.059,0.059
Al1La1O3,0.0,Al2O3 + La2O3 -> 2 LaAlO3,-0.064,1733,0.048,0.125,0.052,0.052
O4Rh2Zn1,0.0,ZnO + Rh2O3 -> Zn(RhO2)2,-0.086,1273,0.075,0.161,0.074,0.033
O4Rh2Zn1,0.0,ZnO + Rh2O3 -> Zn(RhO2)2,-0.076,1073,0.109,0.185,0.101,0.052
O4Rh2Zn1,0.0,ZnO + Rh2O3 -> Zn(RhO2)2,-0.096,1473,0.041,0.137,0.046,-0.057
Gd2O12W3,0.021,Gd2O3 + 3 WO3 -> Gd2(WO4)3,-0.164,1073,0.023,0.14,0.026,0.026
Gd2O6W1,0.0,Gd2O3 + WO3 -> Gd2WO6,-0.187,1073,-0.023,0.13,-0.006,-0.006
Gd2O6W1,0.0,Gd2O3 + WO3 -> Gd2WO6,-0.193,1173,-0.017,0.142,-0.001,-0.001
O2Sr1Zn1,0.0,ZnO + SrCO3 -> CO2 + SrZnO2,0.052,1273,0.052,0.0,0.037,-0.107
O2Sr1Zn1,0.0,ZnO + SrCO3 -> CO2 + SrZnO2,0.009,1473,0.009,0.0,0.007,-0.133
Cr1Dy1O3,0.0,Cr2O3 + Dy2O3 -> 2 DyCrO3,-0.08,1673,-0.08,0.0,-0.057,-0.176
Li2O3Sn1,0.0,SnO2 + Li2CO3 -> CO2 + Li2SnO3,-0.095,1648,-0.039,0.024,-0.03,-0.036
Li2O3Sn1,0.0,SnO2 + Li2CO3 -> CO2 + Li2SnO3,-0.03,1223,-0.03,0.0,-0.022,-0.04
Li2O3Sn1,0.0,SnO2 + Li2CO3 -> CO2 + Li2SnO3,-0.06,1423,-0.052,0.0,-0.039,-0.039
Li2O3Sn1,0.0,SnO2 + Li2CO3 -> CO2 + Li2SnO3,-0.038,1273,-0.038,0.0,-0.027,-0.039
Li2O3Sn1,0.0,SnO2 + Li2CO3 -> CO2 + Li2SnO3,-0.008,1073,-0.008,0.0,-0.006,-0.035
Ni1O2Zn1,0.083,ZnO + NiO -> ZnNiO2,0.049,1273,0.055,0.007,0.041,0.005
Ni7O10Zn3,0.067,ZnO + 2.333 NiO -> 0.3333 Zn3Ni7O10,0.024,1273,0.03,0.005,0.022,0.022
Ni3O5Zn2,0.075,ZnO + 1.5 NiO -> 0.5 Zn2Ni3O5,0.027,1573,0.046,0.019,0.035,0.035
Bi1O4V1,0.0,V2O5 + Bi2O3 -> 2 VBiO4,-0.16,1223,-0.059,0.022,-0.053,-0.058
Bi1O4V1,0.0,V2O5 + Bi2O3 -> 2 VBiO4,-0.154,973,-0.057,0.016,-0.052,-0.051
Bi1O4V1,0.0,V2O5 + Bi2O3 -> 2 VBiO4,-0.159,1173,-0.059,0.02,-0.053,-0.057
Bi1O4V1,0.0,V2O5 + Bi2O3 -> 2 VBiO4,-0.15,773,-0.056,0.016,-0.051,-0.051
Bi1O4V1,0.0,V2O5 + Bi2O3 -> 2 VBiO4,-0.162,1313,-0.06,0.024,-0.053,-0.061
Bi1O4V1,0.0,V2O5 + Bi2O3 -> 2 VBiO4,-0.158,1123,-0.058,0.019,-0.053,-0.055
Bi1O4V1,0.0,V2O5 + Bi2O3 -> 2 VBiO4,-0.456,873,-0.185,0.031,-0.168,-0.168
Bi1O4V1,0.0,V2O5 + Bi2O3 -> 2 VBiO4,-0.149,723,-0.055,0.02,-0.049,-0.049
Bi4O11V2,0.011,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.098,1020,0.058,0.09,0.042,0.02
Bi4O11V2,0.011,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.099,1073,0.058,0.091,0.043,0.021
Bi4O11V2,0.011,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.1,1173,0.059,0.095,0.044,0.023
Bi4O11V2,0.011,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.099,1113,0.058,0.093,0.043,0.022
Bi4O11V2,0.011,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.099,1070,0.058,0.091,0.043,0.021
Bi4O11V2,0.011,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.099,1120,0.058,0.091,0.043,0.021
Bi4O11V2,0.011,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.102,1273,0.06,0.098,0.045,0.025
Bi2O5V1,0.091,VO2 + Bi2O3 -> VBi2O5,0.028,1073,0.124,0.122,0.108,0.138
Ni1O5Te2,0.004,NiO + 2 TeO2 -> NiTe2O5,-0.062,1073,0.015,0.038,0.009,0.009
Ni1O5Te2,0.004,NiO + 2 TeO2 -> NiTe2O5,-0.166,1075,0.035,0.073,0.014,0.014
Ni2O8Te3,0.0,NiO + 1.5 TeO2 -> 0.5 Ni2Te3O8,-0.077,1073,-0.015,0.017,-0.016,-0.016
Ni2O8Te3,0.0,NiO + 1.5 TeO2 -> 0.5 Ni2Te3O8,-0.201,1075,-0.035,0.013,-0.048,-0.048
Ni1O3Te1,0.046,NiO + TeO2 -> NiTeO3,-0.031,1073,0.17,0.074,0.111,0.111
Cr1Na1O2,0.0,Cr2O3 + Na2CO3 -> CO2 + 2 NaCrO2,-0.049,1173,-0.049,0.0,-0.036,-0.094
Cr1Na1O2,0.0,Cr2O3 + Na2CO3 -> CO2 + 2 NaCrO2,-0.037,1073,-0.037,0.0,-0.026,-0.101
Ba2O5Sc2,0.0,Sc2O3 + 2 BaCO3 -> 2 CO2 + Ba2Sc2O5,-0.024,1873,0.021,0.023,0.014,-0.026
Ba1O4Sc2,0.0,Sc2O3 + BaCO3 -> CO2 + BaSc2O4,-0.014,1673,-0.014,0.0,-0.01,-0.01
Bi1Li1O2,0.002,Li2O + Bi2O3 -> 2 LiBiO2,-0.062,898,0.024,0.057,0.02,0.013
Cs1O3V1,0.0,V2O5 + Cs2CO3 -> CO2 + 2 CsVO3,-0.159,750,-0.048,0.034,-0.043,-0.043
Cs1O8V3,0.0,V2O5 + 0.3333 Cs2CO3 -> 0.6667 CsV3O8 + 0.3333 CO2,-0.132,1073,0.067,0.108,0.047,0.047
Ag1O3Sb1,0.0,Sb2O5 + Ag2O -> 2 AgSbO3,-0.172,1073,-0.061,0.004,-0.06,-0.06
Ag1O3Sb1,0.0,Sb2O5 + Ag2O -> 2 AgSbO3,-0.184,1273,-0.062,0.007,-0.062,-0.062
Ag1O3Sb1,0.0,Sb2O5 + Ag2O -> 2 AgSbO3,-0.178,1173,-0.061,0.006,-0.061,-0.061
Ca1O4W1,0.0,CaCO3 + WO3 -> CO2 + CaWO4,-0.084,1073,0.002,0.046,0.001,0.001
Ca1O4W1,0.0,CaCO3 + WO3 -> CO2 + CaWO4,-0.131,1373,0.023,0.092,0.018,0.018
Ca1O4W1,0.0,CaCO3 + WO3 -> CO2 + CaWO4,-0.115,1273,0.016,0.076,0.012,0.012
Ca1O4W1,0.0,CaCO3 + WO3 -> CO2 + CaWO4,-0.147,1473,0.03,0.107,0.023,0.023
Ca3O6W1,0.025,3 CaCO3 + WO3 -> Ca3WO6 + 3 CO2,-0.2,1573,-0.024,0.022,-0.039,-0.065
Ca3O6W1,0.025,3 CaCO3 + WO3 -> Ca3WO6 + 3 CO2,-0.188,1523,-0.023,0.022,-0.037,-0.066
Ca3O6W1,0.025,3 CaCO3 + WO3 -> Ca3WO6 + 3 CO2,-0.086,1073,-0.002,0.024,-0.008,-0.061
Dy1In1O3,0.004,In2O3 + Dy2O3 -> 2 DyInO3,-0.067,1073,-0.067,0.0,-0.048,-0.066
Al1Nb1O4,0.0,0.3333 Nb2O5 + 0.6667 Al(HO)3 -> H2O + 0.6667 NbAlO4,-0.145,1273,-0.004,0.141,0.014,-0.034
Ba1Hf1O3,0.0,BaCO3 + HfO2 -> BaHfO3 + CO2,-0.085,1313,-0.026,0.015,-0.024,-0.037
Ba1Hf1O3,0.0,BaCO3 + HfO2 -> BaHfO3 + CO2,-0.037,1073,-0.012,0.006,-0.011,-0.038
Ba1Hf1O3,0.0,BaCO3 + HfO2 -> BaHfO3 + CO2,-0.175,1748,-0.033,0.033,-0.037,-0.037
Ba1Hf1O3,0.0,BaCO3 + HfO2 -> BaHfO3 + CO2,-0.159,1673,-0.034,0.029,-0.036,-0.036
Mo2O9Zn3,0.009,MoO3 + 1.5 ZnO -> 0.5 Zn3Mo2O9,-0.08,1293,0.013,0.03,0.003,-0.065
Mo1O4Zn1,0.0,MoO3 + ZnO -> ZnMoO4,-0.067,673,-0.014,0.0,-0.018,-0.018
Mo1O4Zn1,0.0,MoO3 + ZnO -> ZnMoO4,-0.084,1073,-0.013,0.0,-0.021,-0.021
Mo1O4Zn1,0.0,MoO3 + ZnCO3 -> CO2 + ZnMoO4,-0.159,923,0.006,0.041,-0.01,-0.02
Mo3O8Zn2,0.088,3 MoO3 + 2 ZnO -> Zn2Mo3O8 + 1.5 O2,0.208,1073,0.292,0.028,0.205,0.195
Li1O2Sb1,0.0,Sb2O3 + Li2CO3 -> CO2 + 2 LiSbO2,-0.06,1193,0.121,0.181,0.109,0.052
Ca1O3Os1,0.087,OsO2 + CaCO3 -> CO2 + CaOsO3,0.011,1073,0.482,0.471,0.404,0.367
La1O4V1,0.0,La2O3 + V2O5 -> 2 LaVO4,-0.305,1473,-0.152,0.0,-0.134,-0.134
La1O4V1,0.0,La2O3 + V2O5 -> 2 LaVO4,-0.306,1523,-0.152,0.0,-0.134,-0.134
La1O4V1,0.0,La2O3 + V2O5 -> 2 LaVO4,-0.309,1673,-0.151,0.0,-0.134,-0.134
La1O4V1,0.0,La2O3 + V2O5 -> 2 LaVO4,-0.307,1543,-0.152,0.0,-0.134,-0.134
La1O3V1,0.0,V2O5 + La2O3 -> O2 + 2 LaVO3,0.064,1273,0.212,0.0,0.129,0.129
La1O3V1,0.0,V2O5 + La2O3 -> O2 + 2 LaVO3,0.036,1523,0.19,0.0,0.112,0.112
La1O3V1,0.0,V2O5 + La2O3 -> O2 + 2 LaVO3,0.03,1573,0.185,0.0,0.109,0.109
Co2O4Sn1,0.0,2 Co3O4 + 3 SnO2 -> O2 + 3 Co2SnO4,-0.013,1073,-0.013,0.0,-0.009,-0.041
Co2O4Sn1,0.0,2 Co3O4 + 3 SnO2 -> O2 + 3 Co2SnO4,-0.075,1623,-0.048,0.0,-0.039,-0.074
Mg1Mn2O4,0.0,Mn2O3 + MgCO3 -> MgMn2O4 + CO2,-0.087,1073,-0.085,0.0,-0.061,-0.061
Mg1Mn2O4,0.0,MgO + Mn2O3 -> MgMn2O4,-0.051,1273,-0.014,0.011,-0.013,-0.061
Nb2Ni1O6,0.0,NiO + Nb2O5 -> Nb2NiO6,-0.037,1273,0.009,0.024,0.006,-0.013
Nb2Ni1O6,0.0,NiO + Nb2O5 -> Nb2NiO6,-0.036,1073,0.005,0.019,0.002,-0.014
Nb2Ni1O6,0.0,NiO + Nb2O5 -> Nb2NiO6,-0.039,1573,0.015,0.031,0.011,-0.012
Nb2Ni1O6,0.0,NiO + Nb2O5 -> Nb2NiO6,-0.037,1323,0.01,0.025,0.007,-0.013
Nb2Ni1O6,0.0,NiO + Nb2O5 -> Nb2NiO6,-0.038,1473,0.013,0.028,0.009,-0.012
Nb2Ni1O6,0.0,NiO + Nb2O5 -> Nb2NiO6,-0.036,1173,0.007,0.021,0.004,-0.013
Nb2Ni4O9,0.006,NiO + 0.25 Nb2O5 -> 0.25 Nb2Ni4O9,-0.04,1073,-0.005,0.019,-0.004,-0.004
Fe1O4U1,0.03,Fe3O4 + U3O8 -> 3 UFeO4,-0.007,1223,0.166,0.283,0.171,0.102
Fe2Mn1O4,0.0,Mn(HO)2 + Fe2O3 -> H2O + Mn(FeO2)2,-0.152,1373,0.093,0.245,0.097,-0.013
Fe2Mn1O4,0.0,Fe2O3 + MnO -> Mn(FeO2)2,-0.089,1073,0.165,0.254,0.149,-0.0
Fe2Mn1O4,0.0,Fe2O3 + MnO -> Mn(FeO2)2,-0.102,1423,0.1,0.202,0.096,-0.012
Fe2Mn1O4,0.0,Fe2O3 + MnO -> Mn(FeO2)2,-0.096,1273,0.127,0.223,0.119,-0.009
Fe2Mn1O4,0.0,Fe2O3 + MnO -> Mn(FeO2)2,-0.105,1523,0.086,0.191,0.085,-0.012
Cd1O4Rh2,0.0,CdO + Rh2O3 -> Cd(RhO2)2,-0.147,1173,0.027,0.173,0.04,0.001
Ba1Ga2O4,0.001,BaCO3 + Ga2O3 -> Ba(GaO2)2 + CO2,-0.15,1623,0.01,0.092,0.007,-0.274
Ba1Ga2O4,0.001,BaCO3 + Ga2O3 -> Ba(GaO2)2 + CO2,-0.105,1373,0.017,0.069,0.012,-0.292
Ba1Ga4O7,0.0,2 Ga2O3 + BaCO3 -> CO2 + BaGa4O7,-0.079,1073,-0.026,0.007,-0.025,-0.025
Cu1O6V2,0.0,V2O5 + CuO -> V2CuO6,-0.016,903,0.023,0.02,0.016,0.016
Cu1O6V2,0.0,V2O5 + CuO -> V2CuO6,-0.018,1073,0.026,0.022,0.018,0.018
Cu2O7V2,0.0,V2O5 + 2 CuO -> V2Cu2O7,-0.041,953,-0.024,0.0,-0.02,-0.02
Cu2O7V2,0.0,V2O5 + 2 CuO -> V2Cu2O7,-0.044,1073,-0.026,0.0,-0.022,-0.022
Cu2O7V2,0.0,V2O5 + 2 CuO -> V2Cu2O7,-0.046,1123,-0.028,0.0,-0.023,-0.023
Cu3O8V2,0.021,CuO + 0.3333 V2O5 -> 0.3333 V2Cu3O8,-0.014,1073,0.03,0.015,0.019,0.009
Cu5O10V2,0.027,V2O5 + 5 CuO -> V2(CuO2)5,-0.004,1073,0.04,0.027,0.029,0.006
Cu1O3V1,0.069,V2O5 + Cu2O -> 2 VCuO3,-0.041,923,0.211,0.262,0.185,0.048
Cu1O3V1,0.069,V2O5 + Cu2O -> 2 VCuO3,-0.034,768,0.249,0.291,0.216,0.05
Cu1O3V1,0.069,V2O5 + Cu2O -> 2 VCuO3,-0.048,1073,0.173,0.235,0.155,0.037
Cu3O4V1,0.091,V2O5 + 3 Cu2O -> 2 VCu3O4,0.039,1073,0.26,0.237,0.219,0.117
Ce1O4V1,0.056,0.5 V2O5 + CeO2 -> CeVO4 + 0.25 O2,0.061,873,0.061,0.0,0.044,0.044
Ce1O4V1,0.056,0.5 V2O5 + CeO2 -> CeVO4 + 0.25 O2,0.053,973,0.053,0.0,0.038,0.038
Ce1O4V1,0.056,0.5 V2O5 + CeO2 -> CeVO4 + 0.25 O2,0.036,1173,0.036,0.0,0.026,0.026
Ce1O4V1,0.056,V2O5 + Ce2O3 -> 2 CeVO4,-0.265,1373,0.306,0.587,0.294,0.014
Ce1O4V1,0.056,0.5 V2O5 + CeO2 -> CeVO4 + 0.25 O2,0.044,1073,0.044,0.0,0.032,0.032
O8Te3Ti1,0.0,TeO2 + 0.3333 TiO2 -> 0.3333 TiTe3O8,-0.015,1073,-0.003,0.014,-0.0,0.001
O8Te3Ti1,0.0,TeO2 + 0.3333 TiO2 -> 0.3333 TiTe3O8,-0.013,973,0.016,0.029,0.015,0.009
O8Te3Ti1,0.0,TeO2 + 0.3333 TiO2 -> 0.3333 TiTe3O8,-0.013,923,0.026,0.038,0.023,0.015
Co1Ge1O3,0.001,GeO2 + CoO -> CoGeO3,-0.039,1523,0.004,0.019,0.001,0.001
Co1Ge1O3,0.001,GeO2 + CoO -> CoGeO3,-0.037,1073,0.015,0.06,0.02,-0.005
Co2Ge1O4,0.019,GeO2 + 2 CoO -> Co2GeO4,-0.043,1373,-0.004,0.023,-0.003,-0.003
Co2Ge1O4,0.019,3 GeO2 + 2 Co3O4 -> O2 + 3 Co2GeO4,-0.039,1473,-0.002,0.01,-0.005,-0.006
Co10Ge3O16,0.008,GeO2 + 1.111 Co3O4 -> 0.5556 O2 + 0.3333 Co10Ge3O16,-0.009,1273,0.015,0.017,0.012,-0.016
Na1O3Sb1,0.0,0.5 Na2CO3 + 0.5 Sb2O5 -> NaSbO3 + 0.5 CO2,-0.223,1173,-0.078,0.054,-0.064,-0.096
As2Ba1O6,0.0,As2O5 + BaCO3 -> Ba(AsO3)2 + CO2,-0.186,1073,0.012,0.086,0.001,0.001
Ba1O3Pu1,0.0,PuO2 + BaCO3 -> CO2 + BaPuO3,-0.078,1600,-0.078,0.0,-0.056,-0.181
K2O5Ti2,0.0,K2CO3 + 2 TiO2 -> CO2 + K2Ti2O5,-0.048,1073,0.005,0.031,0.004,0.004
K2O5Ti2,0.0,K2CO3 + 2 TiO2 -> CO2 + K2Ti2O5,-0.096,1453,-0.018,0.032,-0.016,-0.016
K2O5Ti2,0.0,K2CO3 + 2 TiO2 -> CO2 + K2Ti2O5,-0.054,1123,0.001,0.031,0.001,0.001
K2O5Ti2,0.0,K2CO3 + 2 TiO2 -> CO2 + K2Ti2O5,-0.062,1183,-0.003,0.031,-0.002,-0.002
K2O5Ti2,0.0,K2CO3 + 2 TiO2 -> CO2 + K2Ti2O5,-0.036,973,0.011,0.031,0.009,0.009
K2O3Ti1,0.0,K2CO3 + TiO2 -> CO2 + K2TiO3,-0.027,1273,0.046,0.068,0.041,0.041
K2O3Ti1,0.0,K2CO3 + TiO2 -> CO2 + K2TiO3,-0.042,1373,0.044,0.076,0.039,0.039
K2O3Ti1,0.0,K2CO3 + TiO2 -> CO2 + K2TiO3,-0.021,1233,0.047,0.065,0.041,0.041
K2O9Ti4,0.002,TiO2 + 0.25 K2CO3 -> 0.25 CO2 + 0.25 K2Ti4O9,-0.063,1273,0.01,0.041,0.007,0.007
K2O9Ti4,0.002,TiO2 + 0.25 K2CO3 -> 0.25 CO2 + 0.25 K2Ti4O9,-0.06,1233,0.008,0.038,0.006,0.006
K2O9Ti4,0.002,TiO2 + 0.25 K2CO3 -> 0.25 CO2 + 0.25 K2Ti4O9,-0.023,773,0.011,0.012,0.006,0.006
K2O13Ti6,0.0,K2CO3 + 6 TiO2 -> CO2 + K2Ti6O13,-0.076,1453,0.02,0.05,0.013,0.013
K2O13Ti6,0.0,K2CO3 + 6 TiO2 -> CO2 + K2Ti6O13,-0.053,1073,-0.005,0.014,-0.007,-0.007
K2O13Ti6,0.0,K2CO3 + 6 TiO2 -> CO2 + K2Ti6O13,-0.065,1273,0.008,0.033,0.004,0.004
K2O13Ti6,0.0,K2CO3 + 6 TiO2 -> CO2 + K2Ti6O13,-0.071,1373,0.015,0.042,0.009,0.009
Ga5O12Sm3,0.0,Sm2O3 + 1.667 Ga2O3 -> 0.6667 Sm3Ga5O12,-0.14,1673,-0.043,0.041,-0.035,-0.035
Ni2O4Si1,0.0,SiO2 + 2 NiO -> Si(NiO2)2,-0.008,1073,-0.008,0.0,-0.006,-0.006
La4O7Pd1,0.025,PdO + 2 La2O3 -> La4PdO7,-0.039,1073,0.08,0.116,0.071,0.02
La2O4Pd1,0.055,PdO + La2O3 -> La2PdO4,-0.033,1073,0.086,0.086,0.067,0.027
La2O5Pd2,0.0,PdO + 0.5 La2O3 -> 0.5 La2Pd2O5,-0.119,1073,-0.027,0.021,-0.028,-0.028
Ni1O4W1,0.0,WO3 + NiO -> NiWO4,-0.058,1073,-0.058,0.0,-0.042,-0.042
Hf3Lu4O12,0.0,HfO2 + 0.6667 Lu2O3 -> 0.3333 Lu4Hf3O12,-0.116,1073,-0.116,0.0,-0.083,-0.083
La2O7Zr2,0.0,ZrO2 + 0.5 La2O3 -> 0.5 La2Zr2O7,-0.115,1073,-0.115,0.0,-0.083,-0.083
La2O7Zr2,0.0,ZrO2 + 0.5 La2O3 -> 0.5 La2Zr2O7,-0.145,1773,-0.145,0.0,-0.104,-0.104
La2O7Zr2,0.0,ZrO2 + 0.5 La2O3 -> 0.5 La2Zr2O7,-0.339,1273,-0.339,0.0,-0.244,-0.244
La2O7Zr2,0.0,ZrO2 + 0.5 La2O3 -> 0.5 La2Zr2O7,-0.404,1823,-0.404,0.0,-0.291,-0.291
La2O7Zr2,0.0,ZrO2 + 0.5 La2O3 -> 0.5 La2Zr2O7,-0.422,1973,-0.422,0.0,-0.304,-0.304
La2O7Zr2,0.0,ZrO2 + 0.5 La2O3 -> 0.5 La2Zr2O7,-0.416,1923,-0.416,0.0,-0.3,-0.3
La2O7Zr2,0.0,ZrO2 + 0.5 La2O3 -> 0.5 La2Zr2O7,-0.41,1873,-0.41,0.0,-0.295,-0.295
O3Pd1Sr2,0.0,PdO + 2 SrO -> Sr2PdO3,-0.129,1073,0.037,0.118,0.034,0.034
O3Pd1Sr2,0.0,0.5 PdO + SrCO3 -> CO2 + 0.5 Sr2PdO3,0.032,1223,0.103,0.06,0.08,0.034
