target,hull_energy,rxn,dG_rxn,temperature,c1,c2,gamma_obs,gamma_opt
Eu1Nb1O4,0,Nb2O5 + Eu2O3 -> 2 EuNbO4,-0.136723423,1473,-0.015029982,0.056691455,-0.014241395,-0.014241395
Eu3Nb1O7,0,Nb2O5 + 3 Eu2O3 -> 2 Eu3NbO7,-0.131225474,1773,0.013571957,0.089056534,0.011753649,0.011753649
O3Rh1Sm1,0,Sm2O3 + Rh2O3 -> 2 SmRhO3,-0.120895441,1073,0.064612908,0.185508349,0.069050161,-0.00627946
K1O3Ta1,0,0.5 Ta2O5 + 0.5 K2CO3 -> KTaO3 + 0.5 CO2,-0.08970533,1173,-0.017507649,0.032512348,-0.014950139,-0.056640558
K1O3Ta1,0,0.5 Ta2O5 + 0.5 K2CO3 -> KTaO3 + 0.5 CO2,-0.11179467,1423,-0.026222988,0.034003763,-0.022928473,-0.064166432
K1O3Ta1,0,0.5 Ta2O5 + 0.5 K2CO3 -> KTaO3 + 0.5 CO2,-0.081026811,1073,-0.014076775,0.03191614,-0.011814657,-0.053657008
K1O3Ta1,0,0.5 Ta2O5 + 0.5 K2CO3 -> KTaO3 + 0.5 CO2,-0.129977302,1623,-0.033373693,0.035196179,-0.029492559,-0.070274803
K1O3Ta1,0,0.5 Ta2O5 + 0.5 K2CO3 -> KTaO3 + 0.5 CO2,-0.094081221,1223,-0.019236497,0.032811346,-0.016530967,-0.058140332
K1O3Ta1,0,0.5 Ta2O5 + 0.5 K2CO3 -> KTaO3 + 0.5 CO2,-0.098474479,1273,-0.020970833,0.033109451,-0.01811788,-0.059640974
In1O4P1,0,P2O5 + In2O3 -> 2 InPO4,-0.224378938,1073,0.001462923,0.128893907,0.001339733,0.004962737
Ba3O9Y4,0.014391349,BaCO3 + 0.6667 Y2O3 -> CO2 + 0.3333 Ba3Y4O9,0.017971144,1673,0.018477886,0.000168914,0.013275488,-0.002055013
Ba1O4Y2,0,BaCO3 + Y2O3 -> CO2 + BaY2O4,0.046687101,1373,0.046687101,0,0.033625887,-0.014008676
Fe1Ho1O3,0.012266279,Fe2O3 + Ho2O3 -> 2 HoFeO3,-0.036034801,1523,0.004608375,0.013617076,0.000690773,0.000690773
Fe1Ho1O3,0.012266279,Fe2O3 + Ho2O3 -> 2 HoFeO3,-0.021760892,1073,-0.001636621,0.003803602,-0.003302347,-0.003302347
Fe1Ho1O3,0.012266279,Fe2O3 + Ho2O3 -> 2 HoFeO3,-0.037620262,1573,0.005302033,0.014707098,0.001134306,0.001134306
Fe1Ho1O3,0.012266279,Fe2O3 + Ho2O3 -> 2 HoFeO3,-0.040791185,1673,0.006689347,0.016887144,0.00202137,0.00202137
Fe5Ho3O12,0.028790174,Fe2O3 + 0.6 Ho2O3 -> 0.4 Ho3Fe5O12,-0.031526702,1323,-0.001833746,0.004471594,-0.004773126,-0.004773126
O4Tb1V1,0,Tb2O3 + V2O5 -> 2 TbVO4,-0.234577234,1073,-0.234577234,0,-0.168951752,-0.168951752
Al2O7Si2,0.019939346,Al2O3 + 2 SiO2 -> Al2Si2O7,0.030707551,1073,0.043718636,0.006505542,0.031246919,0.031246919
Al2O7Si2,0.019939346,Al2O3 + 2 SiO2 -> Al2Si2O7,0.02451597,673,0.035675392,0.005579711,0.025488151,0.016061107
Al2O5Si1,0,Al2O3 + SiO2 -> Al2SiO5,-0.016253404,1773,-0.001710313,0.008889733,-0.001048464,-0.001048464
Al2O5Si1,0,Al2O3 + SiO2 -> Al2SiO5,-0.013011085,1073,-0.013011085,0,-0.009371095,-0.009371095
Al2O5Si1,0,Al2O3 + SiO2 -> Al2SiO5,-0.012085601,873,-0.012085601,0,-0.008704525,-0.008704525
Ce1O10Th4,0.000454377,ThO2 + 0.25 CeO2 -> 0.25 CeTh4O10,-0.09326563,1273,0.028968444,0.145218335,0.042128704,0.042128704
Ge8K2O17,0,8 GeO2 + K2CO3 -> CO2 + K2Ge8O17,-0.085290606,1223,0.01773516,0.04881289,0.010110198,0.010110198
Ge4K2O9,0.005838773,4 GeO2 + K2CO3 -> CO2 + K2Ge4O9,-0.073955045,1073,0.018759004,0.031400615,0.007609717,0.007609717
Ba1Cu1O2,0,BaCO3 + CuO -> CO2 + BaCuO2,0.054572012,1253,0.054572012,0,0.03930491,-0.01155769
Ba1Cu1O2,0,BaCO3 + CuO -> CO2 + BaCuO2,0.071407261,1173,0.071407261,0,0.051430318,-0.012516512
Ba1Cu1O2,0,BaO2 + CuO -> BaCuO2 + 0.5 O2,-0.133498389,1073,0.080056968,0.043593591,0.036028767,-0.013716837
Ba1Cu1O2,0,BaCO3 + CuO -> CO2 + BaCuO2,0.037437562,1334,0.048706118,0.007512371,0.035396788,0.000363117
Ba1Cu1O2,0,BaO2 + CuO -> BaCuO2 + 0.5 O2,-0.19113689,1373,0.057627724,0.055557561,0.017644242,-0.001333814
Ba1Cu1O2,0,BaCO3 + CuO -> CO2 + BaCuO2,0.067259021,1193,0.067259021,0,0.048442593,-0.012276806
Ba1Cu1O2,0,BaO + CuO -> BaCuO2,-0.159145116,973,-0.011867325,0.078563142,-0.00989725,-0.00989725
Ga1Na1O2,0,Na2CO3 + Ga2O3 -> CO2 + 2 NaGaO2,-0.170259019,1673,-0.11715737,0,-0.092792652,-0.092792652
Ga1Na1O2,0,Na2CO3 + Ga2O3 -> CO2 + 2 NaGaO2,-0.07835579,1073,-0.07835579,0,-0.056434923,-0.062758487
Ga1Na1O2,0,Na2CO3 + Ga2O3 -> CO2 + 2 NaGaO2,-0.093401078,1173,-0.093401078,0,-0.067271131,-0.072808515
Gd2Hf2O7,0,HfO2 + 0.5 Gd2O3 -> 0.5 Gd2Hf2O7,-0.124130841,1073,-0.029648102,0.009142786,-0.03376201,-0.03376201
Mn1Nb2O6,0,Nb2O5 + MnCO3 -> CO2 + MnNb2O6,-0.100602834,1073,0.106703361,0.207306195,0.102010761,-0.005918515
Mn1Nb2O6,0,Nb2O5 + MnO -> MnNb2O6,-0.078245958,1123,0.168019415,0.246265372,0.150901104,-0.008685379
Mn1Nb2O6,0,Nb2O5 + MnO -> MnNb2O6,-0.078809693,1223,0.152244328,0.231054021,0.137693207,-0.014233729
Mn1Nb2O6,0,Nb2O5 + MnCO3 -> CO2 + MnNb2O6,-0.161844874,1573,0.14747051,0.309315384,0.143752761,-0.01694819
Mn1Nb2O6,0,Nb2O5 + MnCO3 -> CO2 + MnNb2O6,-0.143160055,1423,0.132235221,0.275395276,0.128663141,-0.022703012
Ge1La2O5,0,La2O3 + GeO2 -> La2GeO5,-0.164347704,1573,0.014218039,0.085244406,0.005803596,0.005803596
Ge1La2O5,0,La2O3 + GeO2 -> La2GeO5,-0.168730647,1773,0.014428176,0.087959936,0.005987099,0.005987099
Cd1O3Si1,0,CdCO3 + SiO2 -> CO2 + CdSiO3,-0.121028554,1323,0.036279443,0.113846051,0.033061931,0.010465464
Cd1O3Si1,0,CdO + SiO2 -> CdSiO3,-0.031343028,1353,0.013031541,0.029487527,0.010606344,0.010606344
Cd1O3Si1,0,CdO + SiO2 -> CdSiO3,-0.031667853,1273,0.012550232,0.029301869,0.010232533,0.010232533
Al2O4Zn1,0,ZnO + Al2O3 -> Al2ZnO4,-0.08509373,1073,-0.054315275,0.008717117,-0.041556601,-0.088412062
Al2O4Zn1,0,ZnO + Al2O3 -> Al2ZnO4,-0.087262946,1173,-0.053155965,0.011483255,-0.040475002,-0.095082941
Al2O4Zn1,0,ZnO + Al2O3 -> Al2ZnO4,-0.092677865,1423,-0.050262029,0.018388241,-0.037775056,-0.108359097
Al2O4Zn1,0,ZnO + Al2O3 -> Al2ZnO4,-0.098092783,1673,-0.047368093,0.025293228,-0.035075109,-0.117414097
Al2O4Zn1,0,ZnO + Al2O3 -> Al2ZnO4,-0.104590686,1973,-0.04389537,0.033579212,-0.031835172,-0.12856514
Al2O4Zn1,0,ZnO + Al2O3 -> Al2ZnO4,-0.089428914,1273,-0.05199839,0.014245249,-0.039395024,-0.101797712
Hf1O4Zr1,0.038950065,ZrO2 + HfO2 -> HfZrO4,-0.030816988,1073,-0.030816988,0,-0.022195607,-0.022195607
Dy2O7Zr2,0.035970105,ZrO2 + 0.5 Dy2O3 -> 0.5 Dy2Zr2O7,-0.021010157,1073,-0.021010157,0,-0.015132342,-0.015132342
Dy2O7Zr2,0.035970105,ZrO2 + 0.5 Dy2O3 -> 0.5 Dy2Zr2O7,-0.026327996,1173,-0.026327996,0,-0.018962459,-0.018962459
Dy2O7Zr2,0.035970105,ZrO2 + 0.5 Dy2O3 -> 0.5 Dy2Zr2O7,-0.068799027,1973,-0.068799027,0,-0.049551766,-0.049551766
Dy2O7Zr2,0.035970105,ZrO2 + 0.5 Dy2O3 -> 0.5 Dy2Zr2O7,-0.063497117,1873,-0.063497117,0,-0.045733122,-0.045733122
Dy2O7Zr2,0.035970105,ZrO2 + 0.5 Dy2O3 -> 0.5 Dy2Zr2O7,-0.06084218,1823,-0.06084218,0,-0.043820932,-0.043820932
Hf1O4Si1,0,HfO2 + SiO2 -> HfSiO4,0.026331645,1923,0.026331645,0,0.018965087,0.018965087
Dy2Mo4O15,0,Dy2O3 + 4 MoO3 -> Dy2Mo4O15,-0.151098434,873,0.026012494,0.068482009,0.00983941,0.00983941
Gd1In1O3,0,Gd2O3 + In2O3 -> 2 GdInO3,-0.108646002,1673,-0.016799106,0.037523895,-0.016150222,-0.048474071
Gd1In1O3,0,Gd2O3 + In2O3 -> 2 GdInO3,-0.070861293,1073,-0.015115385,0.020315262,-0.014033439,-0.022260827
Gd1In1O3,0,Gd2O3 + In2O3 -> 2 GdInO3,-0.074018675,1123,-0.01525608,0.021753257,-0.014210323,-0.025837374
Ba2Co9O14,0.090715255,1.5 Co3O4 + BaCO3 -> CO2 + 0.5 Ba2Co9O14,0.03078659,1473,0.03078659,0,0.022173713,-0.016036012
Ba2Co9O14,0.090715255,1.5 Co3O4 + BaCO3 -> CO2 + 0.5 Ba2Co9O14,0.066104025,1173,0.066104025,0,0.04761072,0.009230562
Ba2Co9O14,0.090715255,1.5 Co3O4 + BaCO3 -> CO2 + 0.5 Ba2Co9O14,0.077724844,1073,0.077724844,0,0.055980491,0.017640637
La2O7Sn2,0,La2O3 + 2 SnO2 -> La2Sn2O7,-0.197058059,1883,-0.197058059,0,-0.141928967,-0.141928967
La2O7Sn2,0,La2O3 + 2 SnO2 -> La2Sn2O7,-0.158214723,1073,-0.158214723,0,-0.113952468,-0.113952468
Cr1Li1O2,0,Cr2O3 + Li2CO3 -> 2 LiCrO2 + CO2,-0.031383599,1073,-0.031383599,0,-0.022603703,-0.073231896
Cr1Li2O4,0,CrO3 + Li2CO3 -> CO2 + Li2CrO4,-0.16602221,1073,-0.06176445,0,-0.060999623,-0.072774259
O7Sm2Sn2,0,Sm2O3 + 2 SnO2 -> Sm2Sn2O7,-0.168549,1373,-0.168549,0,-0.121395621,-0.121395621
O7Sm2Sn2,0,Sm2O3 + 2 SnO2 -> Sm2Sn2O7,-0.192925478,1823,-0.192925478,0,-0.13895252,-0.13895252
Bi4Ge3O12,0,Bi2O3 + 1.5 GeO2 -> 0.5 Ge3(BiO3)4,-0.146904235,1473,-0.027576002,0.061086677,-0.021673273,-0.021673273
Bi4Ge3O12,0,Bi2O3 + 1.5 GeO2 -> 0.5 Ge3(BiO3)4,-0.129452522,1073,-0.02867458,0.043016151,-0.024581567,-0.024581567
Bi4Ge3O12,0,Bi2O3 + 1.5 GeO2 -> 0.5 Ge3(BiO3)4,-0.125097771,973,-0.02894871,0.039617653,-0.024996557,-0.024996557
Bi4Ge3O12,0,Bi2O3 + 1.5 GeO2 -> 0.5 Ge3(BiO3)4,-0.144723588,1423,-0.027713273,0.058828708,-0.022036673,-0.022036673
Bi4Ge3O12,0,Bi2O3 + 1.5 GeO2 -> 0.5 Ge3(BiO3)4,-0.140355754,1323,-0.027988226,0.054305996,-0.022764564,-0.022764564
Bi2Ge1O5,0.005678261,Bi2O3 + GeO2 -> GeBi2O5,-0.097219383,1073,0.032233139,0.083220559,0.025992125,0.028581435
Bi2Ge1O5,0.005678261,Bi2O3 + GeO2 -> GeBi2O5,-0.111189848,1473,0.035714387,0.103413562,0.031384312,0.037834119
Bi2Ge3O9,0.005054136,Bi2O3 + 3 GeO2 -> Ge3Bi2O9,-0.10542073,1173,0.028399627,0.087757099,0.023808359,-0.01052562
Bi2Ge3O9,0.005054136,Ge3(BiO3)4 + 3 GeO2 -> 2 Ge3Bi2O9,-0.012935159,1073,-0.012935159,0,-0.00931641,-0.00931641
Al2Mg1O4,0,0.5 Al(HO)3 + 0.25 Mg(HO)2 -> H2O + 0.25 MgAl2O4,-0.132200239,1073,-0.010307818,0.134263079,0.010829664,-0.042535904
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.083931519,1713,-0.040437549,0.000563749,-0.035856446,-0.07064786
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.088845405,1998,-0.040324026,0.004810676,-0.035382902,-0.076611033
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.083241487,1673,-0.04045349,0.000152113,-0.035871261,-0.070123227
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.074616094,1173,-0.040652757,0,-0.03465951,-0.048156523
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.067715779,773,-0.040812171,0,-0.033656065,-0.033656065
Al2Mg1O4,0,MgCO3 + Al2O3 -> CO2 + MgAl2O4,-0.234401349,1873,-0.074900233,0.02640805,-0.071823149,-0.072822189
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.071165937,973,-0.040732464,0,-0.034157787,-0.036955289
Al2Mg1O4,0,0.6667 Al(HO)3 + 0.3333 MgO -> H2O + 0.3333 MgAl2O4,-0.287209565,1623,-0.000199665,0.401662812,0.066763258,-0.067924705
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.07892879,1423,-0.040553124,0,-0.035286663,-0.059113624
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.080653869,1523,-0.04051327,0,-0.035537525,-0.063495886
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.084966566,1773,-0.040413637,0.00145831,-0.0357567,-0.06889092
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.080136346,1493,-0.040525226,0,-0.035462266,-0.062169942
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.085829105,1823,-0.04039371,0.002203777,-0.035673579,-0.070851501
Al2Mg1O4,0,0.6667 Al(HO)3 + 0.3333 MgO -> H2O + 0.3333 MgAl2O4,-0.273018573,1573,-0.001232786,0.378411644,0.061925902,-0.065705532
Al2Mg1O4,0,0.6667 Al(HO)3 + 0.3333 MgO -> H2O + 0.3333 MgAl2O4,-0.061889773,823,-0.016596061,0.027778485,-0.011356336,-0.033781495
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.087554184,1923,-0.040353857,0.003694712,-0.035507335,-0.074800099
Al2Mg1O4,0,Al2O3 + MgO -> MgAl2O4,-0.07979133,1473,-0.040533197,0,-0.035412094,-0.061300301
Al2Mg2O5,0.396305433,Al2O3 + 2 MgO -> Mg2Al2O5,0.331288609,1073,0.404177037,0.036444214,0.289754328,-0.180578131
Ba1Ir1O3,0.016256119,BaCO3 + IrO2 -> CO2 + BaIrO3,-0.056417128,1523,-0.001031608,0.007826804,-0.007326443,-0.007326443
Ba2Ir1O4,0.019473802,BaO2 + 0.5 Ir -> 0.5 Ba2IrO4,-0.484102606,1773,0.008607346,0.364349958,0.030084843,0.032833697
O3Te1Zn1,0.000719504,TeO2 + ZnO -> ZnTeO3,-0.061047371,1073,0.001178756,0.025542104,-0.00186196,-0.12330296
O3Te1Zn1,0.000719504,TeO2 + ZnO -> ZnTeO3,-0.062983323,1123,0.001055288,0.017965949,-0.004357495,-0.123388383
O8Te3Zn2,0,TeO2 + 0.6667 ZnO -> 0.3333 Zn2Te3O8,-0.051351225,773,0.013934558,0.068705847,0.018916137,0.018916137
O8Te3Zn2,0,TeO2 + 0.6667 ZnO -> 0.3333 Zn2Te3O8,-0.062226128,1073,-0.001178756,0.018733836,-0.005277904,-0.005277904
Ba1Mo1O4,0,BaO + MoO3 -> BaMoO4,-0.479179018,1373,-0.232429096,0,-0.206489784,-0.206489784
Ba1Mo1O4,0,BaO + MoO3 -> BaMoO4,-0.486011857,1223,-0.234043611,0.001616895,-0.20802686,-0.20802686
Ba1Mo1O4,0,MoO3 + BaCO3 -> BaMoO4 + CO2,-0.523811368,1073,-0.209793881,0,-0.200842198,-0.631718502
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.108492882,1123,-0.042417191,0.017161017,-0.036215946,-0.036215946
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.113754938,1173,-0.039260748,0.02299271,-0.033644564,-0.033644564
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.092803693,973,-0.041067198,0.007053236,-0.035800058,-0.035800058
Na1Nb1O3,0,2 NaHO + Nb2O5 -> H2O + 2 NaNbO3,-0.157449549,1073,-0.015211778,0.067715719,-0.0145424,-0.038783742
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.138203331,1403,-0.024605066,0.050071149,-0.021707572,-0.021707572
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.124331587,1273,-0.032918441,0.034710734,-0.028478307,-0.028478307
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.162205949,1623,-0.010240957,0.076614152,-0.01001358,-0.01001358
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.145778449,1473,-0.020070061,0.058451011,-0.018015171,-0.018015171
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.098021881,1023,-0.043623462,0.007202699,-0.038021015,-0.038021015
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.156689166,1573,-0.013540676,0.070516466,-0.012699525,-0.012699525
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.140382438,1423,-0.02330089,0.052481083,-0.0206458,-0.0206458
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.135006718,1373,-0.026520984,0.046531179,-0.023268011,-0.023268011
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.087575639,923,-0.038505818,0.006903773,-0.033574664,-0.033574664
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.106365282,1103,-0.043692524,0.014804651,-0.037254685,-0.037254685
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.11902811,1223,-0.03609808,0.028835963,-0.031068212,-0.031068212
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.154520922,1553,-0.01483814,0.068118908,-0.013755784,-0.013755784
Na1Nb1O3,0,Na2CO3 + Nb2O5 -> 2 NaNbO3 + CO2,-0.121688227,1248,-0.034503568,0.031782062,-0.029769513,-0.029769513
Na2Nb4O11,0.014149161,Na2CO3 + 2 Nb2O5 -> CO2 + Na2Nb4O11,-0.040745922,1073,0.062494387,0.062347024,0.046099889,0.028139826
Fe1La1O3,0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.084026842,1173,-0.027211864,0.014801557,-0.024457658,-0.024457658
Fe1La1O3,0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.082172945,1073,-0.027986359,0.013100114,-0.025075139,-0.025075139
Fe1La1O3,0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.085877962,1273,-0.026438528,0.016500453,-0.023841101,-0.023841101
Fe1La1O3,0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.090968541,1548,-0.02190408,0.022010471,-0.020558332,-0.020558332
Fe1La1O3,0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.092356881,1623,-0.020283969,0.025251838,-0.018961196,-0.018961196
Fe1La1O3,0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.087729081,1373,-0.025665192,0.018199348,-0.023224544,-0.023224544
Fe1La1O3,0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.09513356,1773,-0.017043748,0.031734572,-0.015766925,-0.015766925
Fe1La1O3,0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.09698468,1873,-0.0148836,0.036056395,-0.01363741,-0.01363741
Fe1La1O3,0,La2O3 + Fe2O3 -> 2 LaFeO3,-0.093282441,1673,-0.019203896,0.027412749,-0.017896439,-0.017896439
Fe12La1O19,0.087876576,24 Fe2O3 + 2 La2O3 -> O2 + 4 LaFe12O19,0.049112522,1073,0.131285467,0.091302618,0.107083639,0.107083639
Fe12La1O19,0.087876576,24 Fe2O3 + 2 La2O3 -> O2 + 4 LaFe12O19,0.033506067,1323,0.120309589,0.098855603,0.100557924,0.100557924
Ca1Ir1O3,0,IrO2 + CaO -> CaIrO3,-0.048927913,1273,-0.020137672,0.006550281,-0.017231809,-0.017231809
O4Si1Zr1,0,SiO2 + ZrO2 -> ZrSiO4,0.022653666,1823,0.022653666,0,0.016316061,0.016316061
O4Si1Zr1,0,SiO2 + ZrO2 -> ZrSiO4,0.02152558,1773,0.02152558,0,0.015503569,0.015503569
O4Si1Zr1,0,SiO2 + ZrO2 -> ZrSiO4,0.014780683,1473,0.014780683,0,0.01064563,0.01064563
O4Si1Zr1,0,SiO2 + ZrO2 -> ZrSiO4,0.005779615,1073,0.005779615,0,0.004162706,0.004162706
Bi1In1O3,0.028943077,In2O3 + Bi2O3 -> 2 InBiO3,-0.041068113,1073,-0.041068113,0,-0.02957887,-0.058354088
O3Rb1Ta1,0,0.5 Ta2O5 + 0.5 Rb2CO3 -> RbTaO3 + 0.5 CO2,-0.11696316,1173,0.008052053,0.049756856,-8.30024E-05,-8.30024E-05
Gd2Ge1O5,0,GeO2 + Gd2O3 -> Gd2GeO5,-0.12429731,1573,0.00633931,0.040238576,-0.004869859,-0.004869859
Al1La1O3,0,Al2O3 + La2O3 -> 2 LaAlO3,-0.065131865,1548,0.042241386,0.113536745,0.045179092,0.045179092
Al1La1O3,0,Al2O3 + La2O3 -> 2 LaAlO3,-0.063505566,1923,0.053866391,0.137489809,0.058669208,0.058669208
Al1La1O3,0,Al2O3 + La2O3 -> 2 LaAlO3,-0.064329558,1733,0.047976388,0.12535359,0.051834216,0.051834216
O4Rh2Zn1,0,ZnO + Rh2O3 -> Zn(RhO2)2,-0.085954431,1273,0.075417851,0.161372282,0.073903139,0.033000707
O4Rh2Zn1,0,ZnO + Rh2O3 -> Zn(RhO2)2,-0.076296482,1073,0.109193929,0.185490412,0.10115699,0.052115357
O4Rh2Zn1,0,ZnO + Rh2O3 -> Zn(RhO2)2,-0.09561238,1473,0.041416778,0.137029157,0.046459932,-0.056565917
Gd2O12W3,0.021446447,Gd2O3 + 3 WO3 -> Gd2(WO4)3,-0.164233346,1073,0.022610885,0.14039714,0.025966706,0.025966706
Gd2O6W1,0,Gd2O3 + WO3 -> Gd2WO6,-0.18684423,1073,-0.022610885,0.130016918,-0.005926203,-0.005926203
Gd2O6W1,0,Gd2O3 + WO3 -> Gd2WO6,-0.192911861,1173,-0.017368915,0.141967078,-0.000598987,-0.000598987
O2Sr1Zn1,0,ZnO + SrCO3 -> CO2 + SrZnO2,0.05190667,1273,0.05190667,0,0.037385226,-0.107312565
O2Sr1Zn1,0,ZnO + SrCO3 -> CO2 + SrZnO2,0.009362825,1473,0.009362825,0,0.006743475,-0.133164683
Cr1Dy1O3,0,Cr2O3 + Dy2O3 -> 2 DyCrO3,-0.079743495,1673,-0.079743495,0,-0.057434403,-0.176117938
Li2O3Sn1,0,SnO2 + Li2CO3 -> CO2 + Li2SnO3,-0.094621787,1648,-0.038856019,0.024225173,-0.030041685,-0.036297358
Li2O3Sn1,0,SnO2 + Li2CO3 -> CO2 + Li2SnO3,-0.030267096,1223,-0.030267096,0,-0.021799553,-0.039588716
Li2O3Sn1,0,SnO2 + Li2CO3 -> CO2 + Li2SnO3,-0.060138468,1423,-0.052269688,0,-0.038893101,-0.038893101
Li2O3Sn1,0,SnO2 + Li2CO3 -> CO2 + Li2SnO3,-0.037667818,1273,-0.037667818,0,-0.027129845,-0.038531121
Li2O3Sn1,0,SnO2 + Li2CO3 -> CO2 + Li2SnO3,-0.008176399,1073,-0.008176399,0,-0.005888964,-0.03543454
Ni1O2Zn1,0.083311536,ZnO + NiO -> ZnNiO2,0.048873634,1273,0.055363045,0.006942369,0.040788922,0.004890664
Ni7O10Zn3,0.06725171,ZnO + 2.333 NiO -> 0.3333 Zn3Ni7O10,0.023881289,1273,0.030370699,0.005167255,0.022291844,0.022291844
Ni3O5Zn2,0.075254768,ZnO + 1.5 NiO -> 0.5 Zn2Ni3O5,0.026939049,1573,0.045559762,0.018559631,0.035056666,0.035056666
Bi1O4V1,0,V2O5 + Bi2O3 -> 2 VBiO4,-0.160181634,1223,-0.059267168,0.021671518,-0.052608566,-0.058116309
Bi1O4V1,0,V2O5 + Bi2O3 -> 2 VBiO4,-0.154366941,973,-0.057281321,0.016132875,-0.052121286,-0.05144612
Bi1O4V1,0,V2O5 + Bi2O3 -> 2 VBiO4,-0.159018695,1173,-0.058869998,0.020314634,-0.052580814,-0.056780261
Bi1O4V1,0,V2O5 + Bi2O3 -> 2 VBiO4,-0.149715187,773,-0.055692644,0.015985683,-0.050533045,-0.050533045
Bi1O4V1,0,V2O5 + Bi2O3 -> 2 VBiO4,-0.162274923,1313,-0.059982073,0.024113908,-0.05265852,-0.06052567
Bi1O4V1,0,V2O5 + Bi2O3 -> 2 VBiO4,-0.157855757,1123,-0.058472829,0.018957751,-0.052553062,-0.055444925
Bi1O4V1,0,V2O5 + Bi2O3 -> 2 VBiO4,-0.456112726,873,-0.18538267,0.031121149,-0.167697079,-0.167697079
Bi1O4V1,0,V2O5 + Bi2O3 -> 2 VBiO4,-0.148552248,723,-0.055295474,0.01955063,-0.049128358,-0.049128358
Bi4O11V2,0.010806201,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.097803146,1020,0.057653469,0.08972907,0.042002622,0.02002198
Bi4O11V2,0.010806201,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.098617158,1073,0.05807566,0.091460045,0.042595144,0.021026592
Bi4O11V2,0.010806201,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.100148697,1173,0.058869998,0.094716818,0.043709956,0.022916736
Bi4O11V2,0.010806201,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.099229774,1113,0.058393395,0.092762754,0.043041069,0.021782649
Bi4O11V2,0.010806201,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.098617158,1070,0.05807566,0.091460045,0.042595144,0.021026592
Bi4O11V2,0.010806201,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.098617158,1120,0.05807566,0.091460045,0.042595144,0.021026592
Bi4O11V2,0.010806201,Bi2O3 + 0.5 V2O5 -> 0.5 V2Bi4O11,-0.101680235,1273,0.059664337,0.097973592,0.044824768,0.024981727
Bi2O5V1,0.090713228,VO2 + Bi2O3 -> VBi2O5,0.027699577,1073,0.123720847,0.122048561,0.108043232,0.138232234
Ni1O5Te2,0.00436447,NiO + 2 TeO2 -> NiTe2O5,-0.062040172,1073,0.015239482,0.038323901,0.009456491,0.009456491
